chulGubun,hrNo,korHrnm,prGubun,spTime,stTime,swimTr,time,trDate,trName2
금주출전,0050780,예스엔젤,기수,06:46,06:36,-,10분,2026-04-20,박재우(50조)
금주출전,0050800,마이티러브,기수,06:42,06:31,-,11분,2026-04-20,서홍수(24조)
차주출전,0050939,비케이러브,관리사,08:22,08:05,-,17분,2026-04-20,조현수(11조)
차주출전,0050761,타이거케이,관리사,06:41,06:31,-,10분,2026-04-20,송문길(40조)
차주출전,0051112,이클립스탱고,관리사,07:09,06:56,-,13분,2026-04-20,서홍수(24조)
차주출전,0050896,플라잉콩코드,관리사,06:47,06:38,-,9분,2026-04-20,이준철(48조)
특별대상경주,0051084,한센브레이싱,관리사,08:19,08:11,-,8분,2026-04-20,전승규(25조)
차주출전,0050856,뉴카우보이,관리사,06:50,06:42,-,8분,2026-04-20,배휴준(29조)
금주출전,0051116,한강퍼펙트,기수,07:08,06:55,-,13분,2026-04-20,배휴준(29조)
차주출전,0050892,래피드스톰,기수,08:52,08:37,-,15분,2026-04-20,구자흥(7조)
금주출전,0050760,원더풀다르샨,관리사,07:15,07:03,-,12분,2026-04-20,강성오(9조)
차주출전,0051059,마루장군,기수,08:00,07:49,-,11분,2026-04-20,서인석(33조)
금주출전,0050955,더블블레이드,관리사,08:20,08:07,-,13분,2026-04-20,박천서(54조)
차주출전,0051067,피엔에스위너,관리사,07:44,07:32,-,12분,2026-04-20,박윤규(4조)
차주출전,0050785,어플리트런,관리사,06:48,06:34,-,14분,2026-04-20,토니(30조)
차주출전,0051055,황금마스크,관리사,07:57,07:45,-,12분,2026-04-20,심승태(37조)
금주출전,0051072,피엔에스러너,기수,06:36,06:26,-,10분,2026-04-20,박윤규(4조)
차주출전,0051037,그랜드쾌마,관리사,06:58,06:47,-,11분,2026-04-20,송문길(40조)
금주출전,0050895,롯폰기드래곤,기수,06:31,06:22,-,9분,2026-04-20,이준철(48조)
금주출전,0050858,걸작시대,기수,07:53,07:42,-,11분,2026-04-20,박윤규(4조)
차주출전,0051077,피엔에스뷰,관리사,06:21,06:10,-,11분,2026-04-20,박윤규(4조)
금주출전,0050947,스플렌디드,조교사,06:28,06:15,-,13분,2026-04-20,서인석(33조)
차주출전,0047393,서부캡틴,관리사,08:16,08:03,-,13분,2026-04-20,유현명(19조)
금주출전,0047446,브루크킹맨,기수,06:47,06:36,-,11분,2026-04-20,이상영(27조)
차주출전,0050754,원더풀그룸,관리사,06:54,06:39,-,15분,2026-04-20,문현철(3조)
차주출전,0050078,블랙질주,관리사,07:40,07:25,-,15분,2026-04-20,박재호(13조)
