chulGubun,hrNo,korHrnm,prGubun,spTime,stTime,swimTr,time,trDate,trName2
금주출전,0061397,로드투빅보이,관리사,06:42,06:31,-,11분,2026-04-20,구민성(10조)
차주출전,0057281,해피터치,관리사,08:59,08:40,-,19분,2026-04-20,이상영(27조)
금주출전,0057080,나이스파워,관리사,06:23,06:10,-,13분,2026-04-20,김도현(9조)
차주출전,0056785,오아시스퀸,관리사,08:51,08:33,-,18분,2026-04-20,백광열(1조)
차주출전,0057061,더라스트위너,관리사,07:53,07:31,-,22분,2026-04-20,문현철(3조)
차주출전,0056976,영광의크라운,기수,08:23,08:10,-,13분,2026-04-20,강은석(22조)
차주출전,0061910,대풍별,관리사,07:37,07:15,-,22분,2026-04-20,구민성(10조)
차주출전,0057001,판타스틱캡틴,관리사,06:44,06:32,-,12분,2026-04-20,강은석(22조)
차주출전,1411345,블레이징맨,관리사,07:05,06:52,-,13분,2026-04-20,유현명(19조)
차주출전,0061897,퍼펙트라인,관리사,07:31,07:14,-,17분,2026-04-20,라이스(31조)
차주출전,0056569,로널드덕,관리사,06:49,06:29,-,20분,2026-04-20,안우성(15조)
차주출전,0057643,브리도고,관리사,09:23,09:08,-,15분,2026-04-20,문현철(3조)
차주출전,1411502,브리도위저드,관리사,06:27,06:16,-,11분,2026-04-20,문현철(3조)
금주출전,0060821,원라스트마가리타,관리사,07:12,07:00,-,12분,2026-04-20,강형곤(2조)
차주출전,0056571,어메이징월드,관리사,09:28,09:14,-,14분,2026-04-20,안우성(15조)
차주출전,0061860,토함산닌자,관리사,08:51,08:33,-,18분,2026-04-20,백광열(1조)
차주출전,0060885,테이크인디,관리사,08:14,07:54,-,20분,2026-04-20,이상영(27조)
차주출전,0060355,데이지티아라,관리사,06:57,06:46,-,11분,2026-04-20,라이스(31조)
차주출전,0058821,판타스틱치타,관리사,08:17,08:03,-,14분,2026-04-20,유현명(19조)
차주출전,0062076,CIELO GRIS_자마,관리사,09:16,09:04,-,12분,2026-04-20,백광열(1조)
차주출전,0058483,와일드챔프,관리사,07:53,07:35,-,18분,2026-04-20,권승주(33조)
금주출전,0060822,카운트리스윈,관리사,06:47,06:38,-,9분,2026-04-20,임금만(4조)
차주출전,0058201,스마트러너,관리사,08:26,08:12,-,14분,2026-04-20,김도현(9조)
차주출전,0056572,타마쿠즈킹,관리사,06:48,06:36,-,12분,2026-04-20,유현명(19조)
차주출전,0061932,토함산아너,관리사,08:51,08:33,-,18분,2026-04-20,백광열(1조)
금주출전,0060824,스카이윈윈,관리사,06:24,06:11,-,13분,2026-04-20,라이스(31조)
차주출전,0061401,슈펙스월드,관리사,08:35,08:25,-,10분,2026-04-20,문현철(3조)
금주출전,0060857,베가스전투,관리사,06:52,06:41,-,11분,2026-04-20,문현철(3조)
차주출전,0061895,NO FATE_자마,관리사,08:27,08:12,-,15분,2026-04-20,김도현(9조)
차주출전,0060825,미스원더,관리사,08:13,07:54,-,19분,2026-04-20,이상영(27조)
금주출전,3103372,선봉대,기수,06:19,06:06,-,13분,2026-04-20,최기호(7조)
금주출전,3017879,미래왕,관리사,06:27,06:20,-,7분,2026-04-20,이태용(12조)
금주출전,3103290,흑룡시대,기수,06:19,05:59,-,20분,2026-04-20,박병진(18조)
금주출전,3019033,광해군,관리사,07:03,06:50,-,13분,2026-04-20,변용호(2조)
금주출전,3103420,제주보이,기수,07:37,07:28,-,9분,2026-04-20,강대은(3조)
차주출전,3102482,천하군자,조교사,07:33,07:13,-,20분,2026-04-20,심도연(4조)
금주출전,3017958,흥국강타,관리사,07:09,07:00,-,9분,2026-04-20,심도연(4조)
금주출전,3102958,천하비상,관리사,06:44,06:35,-,9분,2026-04-20,이태용(12조)
금주출전,3017464,수사대,조교사,08:25,07:48,-,37분,2026-04-20,박병진(18조)
금주출전,3017660,범나비,관리사,07:42,07:23,-,19분,2026-04-20,강대은(3조)
차주출전,3102645,명품행진,관리사,06:52,06:45,-,7분,2026-04-20,강영진(15조)
차주출전,3102483,신황태자,기수,07:57,07:50,-,7분,2026-04-20,고영덕(13조)
차주출전,3017957,충무공,관리사,07:06,06:49,-,17분,2026-04-20,김대연(16조)
차주출전,3102672,거승보배,기수,06:45,06:36,-,9분,2026-04-20,윤호상(19조)
금주출전,3102752,천비왕자,조교사,08:30,08:12,-,18분,2026-04-20,문성호(8조)
차주출전,3103323,황룡강,관리사,06:29,06:16,-,13분,2026-04-20,박병진(18조)
차주출전,3103257,돌체,관리사,06:31,06:21,-,10분,2026-04-20,최기호(7조)
차주출전,3102587,황금대장,관리사,07:15,06:53,-,22분,2026-04-20,문성호(8조)
금주출전,3103305,영웅퀸,관리사,07:38,07:21,-,17분,2026-04-20,변용호(2조)
금주출전,3103384,전농최고,기수,07:09,07:00,-,9분,2026-04-20,심도연(4조)
차주출전,3018956,히든카드,조교사,07:01,06:41,-,20분,2026-04-20,강영진(15조)
금주출전,3103385,명성스토리,관리사,07:37,07:28,-,9분,2026-04-20,고영덕(13조)
금주출전,3102618,번개제왕,관리사,06:11,06:00,-,11분,2026-04-20,윤호상(19조)
금주출전,3018999,색달미소,기수,06:13,06:02,-,11분,2026-04-20,김태준(6조)
차주출전,3102840,전농미르,관리사,07:05,06:55,-,10분,2026-04-20,박병진(18조)
금주출전,3103409,풀체인지,관리사,06:26,06:05,-,21분,2026-04-20,강대은(3조)
금주출전,3103294,드림매직,관리사,06:15,06:06,-,9분,2026-04-20,고영덕(13조)
금주출전,3103388,우당대목,기수,08:00,07:38,-,22분,2026-04-20,박병진(18조)
금주출전,3102610,비룡신공,관리사,06:21,06:01,-,20분,2026-04-20,김태준(6조)
금주출전,3102455,무주미소,관리사,07:25,07:10,-,15분,2026-04-20,고영덕(13조)
금주출전,3017483,천일수,기수,07:22,07:13,-,9분,2026-04-20,변용호(2조)
금주출전,3017563,웅진신화,관리사,08:03,07:49,-,14분,2026-04-20,강대은(3조)
금주출전,3102526,똘이장군,관리사,07:46,07:39,-,7분,2026-04-20,김길홍(1조)
금주출전,3102688,천하독존,관리사,06:17,06:01,-,16분,2026-04-20,이태용(12조)
차주출전,0042272,블루스카이,관리사,07:13,07:02,-,11분,2026-04-20,이상영(27조)
차주출전,1412318,더노미네이트,관리사,07:09,06:56,-,13분,2026-04-20,권승주(33조)
금주출전,1411887,내편,관리사,07:42,07:27,-,15분,2026-04-20,라이스(31조)
금주출전,1412358,운주위너,관리사,07:05,06:55,-,10분,2026-04-20,권승주(33조)
차주출전,1412365,비트드래곤,관리사,07:49,07:40,-,9분,2026-04-20,유현명(19조)
금주출전,0040903,골든,관리사,06:54,06:41,-,13분,2026-04-20,조용배(12조)
차주출전,0043670,윈드위너,관리사,07:08,06:56,-,12분,2026-04-20,이상영(27조)
차주출전,1412236,한강클래스,관리사,07:41,07:29,-,12분,2026-04-20,김혜선(5조)
금주출전,1412049,캡틴에브리싱,관리사,06:26,06:11,-,15분,2026-04-20,손병직(23조)
차주출전,1412179,브라운팰컨,관리사,07:25,07:16,-,9분,2026-04-20,장세한(17조)
금주출전,0042818,남도일등,관리사,06:23,06:12,-,11분,2026-04-20,조용배(12조)
금주출전,1411561,피노파워,관리사,06:47,06:34,-,13분,2026-04-20,권승주(33조)
금주출전,0047144,세광질주,관리사,06:25,06:10,-,15분,2026-04-20,최용구(8조)
차주출전,0046936,원더풀제트,관리사,08:39,08:29,-,10분,2026-04-20,이준철(48조)
금주출전,0047116,엑스팩터,관리사,06:42,06:31,-,11분,2026-04-20,김동균(52조)
특별대상경주,0047001,크라운함성,기수,06:18,06:12,-,6분,2026-04-20,이관호(42조)
차주출전,0046856,라라케이,관리사,07:35,07:24,-,11분,2026-04-20,송문길(40조)
금주출전,0047192,볼린,기수,06:38,06:26,-,12분,2026-04-20,홍대유(6조)
차주출전,0047041,오송의별,관리사,09:09,08:51,-,18분,2026-04-20,박재우(50조)
차주출전,0046822,신의여제,관리사,08:53,08:41,-,12분,2026-04-20,문병기(21조)
금주출전,0046999,샤크텐,기수,07:41,07:31,-,10분,2026-04-20,박지헌(18조)
차주출전,0046779,화산귀환,관리사,08:28,08:18,-,10분,2026-04-20,박재우(50조)
금주출전,0046872,스터닝서브,관리사,08:02,07:49,-,13분,2026-04-20,서인석(33조)
금주출전,0046818,성실대로,기수,06:33,06:24,-,9분,2026-04-20,심승태(37조)
금주출전,0047186,골드베르크,기수,06:43,06:36,-,7분,2026-04-20,송문길(40조)
금주출전,0047185,러브오마인,기수,07:24,07:16,-,8분,2026-04-20,전승규(25조)
차주출전,0047175,포에틱누비,관리사,06:21,06:10,-,11분,2026-04-20,서인석(33조)
금주출전,0047132,골드시대,관리사,06:20,06:11,-,9분,2026-04-20,리카디(34조)
특별대상경주,0046900,바로다나은,관리사,06:20,06:11,-,9분,2026-04-20,이준철(48조)
금주출전,0047204,블랙스펙터,기수,06:39,06:26,-,13분,2026-04-20,배휴준(29조)
차주출전,0047070,라온티모스,관리사,06:47,06:38,-,9분,2026-04-20,박종곤(1조)
차주출전,0046897,베스트토르,관리사,07:54,07:40,-,14분,2026-04-20,박천서(54조)
금주출전,0046791,럭키파티,기수,06:45,06:39,-,6분,2026-04-20,박재우(50조)
차주출전,0046888,파이널고,관리사,07:09,06:55,-,14분,2026-04-20,김동균(52조)
차주출전,0046979,라온탑플레이,관리사,07:09,06:56,-,13분,2026-04-20,박종곤(1조)
차주출전,0046971,컴플리트브로,관리사,08:32,08:21,-,11분,2026-04-20,강성오(9조)
차주출전,3107910,청풍위너,관리사,06:47,06:32,-,15분,2026-04-20,강태종(9조)
금주출전,3107861,대기산,기수,07:00,06:51,-,9분,2026-04-20,김길홍(1조)
금주출전,3108450,만석황후,기수,06:40,06:20,-,20분,2026-04-20,강태종(9조)
금주출전,3107836,장타백호,조교사,07:05,06:48,-,17분,2026-04-20,강대은(3조)
금주출전,3107868,파워스타,관리사,06:52,06:42,-,10분,2026-04-20,최기호(7조)
차주출전,3107842,이글킹,관리사,06:17,06:07,-,10분,2026-04-20,강영진(15조)
차주출전,3108046,힐링누리,기수,06:19,06:09,-,10분,2026-04-20,고영덕(13조)
금주출전,3108216,최고정점,기수,06:52,06:34,-,18분,2026-04-20,한상배(14조)
차주출전,3107923,타이산,기수,06:29,06:07,-,22분,2026-04-20,이준호(5조)
차주출전,3109130,슈퍼스타,기수,06:15,06:01,-,14분,2026-04-20,김길홍(1조)
금주출전,3107896,기적소리,기수,07:45,07:35,-,10분,2026-04-20,김길홍(1조)
차주출전,3107846,종횡무진,기수,07:15,07:05,-,10분,2026-04-20,고영덕(13조)
금주출전,3107924,색달대로,기수,06:25,06:09,-,16분,2026-04-20,이준호(5조)
차주출전,3107854,한라군자,관리사,06:58,06:40,-,18분,2026-04-20,강영진(15조)
금주출전,3107874,장전고수,관리사,06:07,06:00,-,7분,2026-04-20,김길홍(1조)
차주출전,3108049,목선동,관리사,07:29,07:20,-,9분,2026-04-20,최기호(7조)
금주출전,3107883,격포,관리사,06:37,06:20,-,17분,2026-04-20,문성호(8조)
차주출전,3109374,백호기,기수,08:12,07:51,-,21분,2026-04-20,윤호상(19조)
차주출전,3108669,캐논걸,관리사,06:47,06:31,-,16분,2026-04-20,강대은(3조)
금주출전,3107863,불야성,관리사,07:46,07:35,-,11분,2026-04-20,김길홍(1조)
금주출전,3107913,영웅대정,기수,06:29,06:17,-,12분,2026-04-20,김길홍(1조)
차주출전,3107897,차크라,기수,08:14,07:59,-,15분,2026-04-20,변용호(2조)
금주출전,3108248,해피초원,관리사,06:52,06:36,-,16분,2026-04-20,이태용(12조)
차주출전,3108144,전설마루,기수,06:44,06:34,-,10분,2026-04-20,고영덕(13조)
차주출전,3108141,매직미르,관리사,07:54,07:36,-,18분,2026-04-20,고영덕(13조)
금주출전,3107839,일출봉,기수,06:42,06:24,-,18분,2026-04-20,윤덕상(20조)
차주출전,3108661,용강,기수,07:15,07:05,-,10분,2026-04-20,고영덕(13조)
차주출전,3109370,사군자,기수,07:35,07:07,-,28분,2026-04-20,박병진(18조)
금주출전,3107867,신흥대정,관리사,07:20,07:07,-,13분,2026-04-20,강대은(3조)
금주출전,3107902,세기선물,관리사,07:54,07:36,-,18분,2026-04-20,고영덕(13조)
차주출전,3108062,도르멍오라,조교사,07:16,06:53,-,23분,2026-04-20,문성호(8조)
금주출전,3107919,전설대로,관리사,06:15,06:01,-,14분,2026-04-20,변용호(2조)
차주출전,3109388,장전미래,관리사,07:08,06:51,-,17분,2026-04-20,김길홍(1조)
금주출전,0054210,러빙퍼플,관리사,06:24,06:11,-,13분,2026-04-20,문병기(21조)
금주출전,0054133,세명하이디,기수,07:00,06:49,-,11분,2026-04-20,홍대유(6조)
금주출전,0054199,벌교알라딘,관리사,08:02,07:49,-,13분,2026-04-20,서홍수(24조)
금주출전,0054014,드림릿지,기수,06:24,06:12,-,12분,2026-04-20,박병일(27조)
금주출전,0054225,월드블레임,기수,06:34,06:24,-,10분,2026-04-20,정호익(10조)
차주출전,0053990,퀸즈타이거,기수,07:32,07:21,-,11분,2026-04-20,강환민(31조)
금주출전,0054034,컴플리트하트,기수,07:25,07:12,-,13분,2026-04-20,심승태(37조)
차주출전,0054049,댄싱위즈,관리사,06:23,06:13,-,10분,2026-04-20,홍윤화(13조)
차주출전,0054017,페어스카이즈,관리사,07:28,07:16,-,12분,2026-04-20,김동균(52조)
차주출전,0054137,월스트리트,관리사,06:20,06:10,-,10분,2026-04-20,조현수(11조)
차주출전,0054048,파워군주,기수,07:00,06:50,-,10분,2026-04-20,송문길(40조)
금주출전,0054115,천둥의질주,기수,06:53,06:45,-,8분,2026-04-20,서인석(33조)
차주출전,0054020,티나케이,관리사,07:45,07:33,-,12분,2026-04-20,우창구(5조)
차주출전,0054019,그레이찰리,관리사,08:07,07:56,-,11분,2026-04-20,강성오(9조)
차주출전,0054099,세명크로우,관리사,07:30,07:15,-,15분,2026-04-20,배휴준(29조)
금주출전,0054211,미스틱글로,관리사,08:13,07:59,-,14분,2026-04-20,배휴준(29조)
금주출전,0054129,파사에이스,기수,06:19,06:10,-,9분,2026-04-20,서홍수(24조)
금주출전,0054060,서부위스트,기수,06:20,06:10,-,10분,2026-04-20,서인석(33조)
차주출전,0054042,마이티비트,기수,06:52,06:41,-,11분,2026-04-20,서홍수(24조)
차주출전,0054040,클러치월드,기수,06:39,06:34,-,5분,2026-04-20,리카디(34조)
금주출전,0053989,타이거불패,기수,06:20,06:12,-,8분,2026-04-20,이준철(48조)
차주출전,0054033,선더드림,관리사,06:52,06:42,-,10분,2026-04-20,우창구(5조)
금주출전,0054132,마음하나,기수,06:37,06:25,-,12분,2026-04-20,최용건(51조)
차주출전,0054148,스터닝스피어,관리사,07:04,06:53,-,11분,2026-04-20,김동균(52조)
차주출전,0054214,군주민수,관리사,08:34,08:03,-,31분,2026-04-20,성상현(20조)
금주출전,0054191,로드투퍼펙트,기수,06:22,06:11,-,11분,2026-04-20,정호익(10조)
금주출전,0054056,은빛유혹,기수,08:32,08:17,-,15분,2026-04-20,심승태(37조)
차주출전,3018901,청룡시대,관리사,07:31,07:19,-,12분,2026-04-20,강영진(15조)
금주출전,3101444,라이덴,관리사,08:17,08:08,-,9분,2026-04-20,심도연(4조)
차주출전,3018940,용천호우,관리사,07:33,07:20,-,13분,2026-04-20,강영진(15조)
금주출전,3018865,광명진언,관리사,06:22,06:07,-,15분,2026-04-20,김대연(16조)
금주출전,3018885,황해장사,기수,08:37,08:25,-,12분,2026-04-20,변용호(2조)
금주출전,3018571,전설무적,관리사,06:10,06:03,-,7분,2026-04-20,한상배(14조)
금주출전,3018679,뚜벅이,기수,06:58,06:50,-,8분,2026-04-20,변용호(2조)
금주출전,3102262,오라정월,관리사,07:00,06:44,-,16분,2026-04-20,김태준(6조)
금주출전,3101734,어스칼,기수,08:18,08:08,-,10분,2026-04-20,심도연(4조)
금주출전,3018875,달의강자,관리사,06:32,06:21,-,11분,2026-04-20,한상배(14조)
금주출전,3018576,탐라신화,기수,07:20,07:09,-,11분,2026-04-20,신경호(17조)
금주출전,3102288,매스틱,조교사,06:49,06:42,-,7분,2026-04-20,윤호상(19조)
차주출전,3101437,최고권력,관리사,07:59,07:50,-,9분,2026-04-20,고영덕(13조)
금주출전,3102296,기탄,조교사,07:05,06:54,-,11분,2026-04-20,윤호상(19조)
차주출전,3018850,공간비행,관리사,08:20,08:08,-,12분,2026-04-20,고영덕(13조)
금주출전,3018658,일사만리,기수,06:44,06:35,-,9분,2026-04-20,김길홍(1조)
차주출전,0044496,플라잉더챔프,관리사,06:38,06:21,-,17분,2026-04-20,안우성(15조)
금주출전,3101890,청룡여제,기수,07:26,07:13,-,13분,2026-04-20,문성호(8조)
금주출전,3102292,천문신동,관리사,07:26,07:14,-,12분,2026-04-20,김길홍(1조)
차주출전,3102184,비밀병기,관리사,08:30,08:12,-,18분,2026-04-20,문성호(8조)
금주출전,3101657,봉수대천,기수,07:15,07:04,-,11분,2026-04-20,강대은(3조)
차주출전,3018629,탐라인기,관리사,06:07,06:01,-,6분,2026-04-20,이준호(5조)
금주출전,3102212,최강여제,관리사,06:06,05:59,-,7분,2026-04-20,김길홍(1조)
금주출전,3018909,오라드림,관리사,08:25,08:07,-,18분,2026-04-20,고영덕(13조)
금주출전,3018933,오라태양,기수,06:27,06:15,-,12분,2026-04-20,김태준(6조)
금주출전,3018784,무한공간,조교사,08:04,07:53,-,11분,2026-04-20,문성호(8조)
금주출전,0044570,청호보스,관리사,06:50,06:41,-,9분,2026-04-20,장세한(17조)
금주출전,0042620,스타티세,관리사,09:01,08:46,-,15분,2026-04-20,조용배(12조)
차주출전,3018559,천지대부,관리사,06:48,06:35,-,13분,2026-04-20,김길홍(1조)
금주출전,3102268,비궁,조교사,06:26,06:18,-,8분,2026-04-20,윤호상(19조)
금주출전,3018657,미래제왕,관리사,07:50,07:32,-,18분,2026-04-20,한상배(14조)
금주출전,3101849,양대전설,기수,07:48,07:30,-,18분,2026-04-20,문성호(8조)
금주출전,0052078,실크스펙터,관리사,06:46,06:36,-,10분,2026-04-20,임채덕(35조)
금주출전,0052140,벽송,기수,07:35,07:26,-,9분,2026-04-20,박천서(54조)
차주출전,0052142,프리타임,관리사,07:16,07:04,-,12분,2026-04-20,송문길(40조)
금주출전,0051893,크레이지마리,관리사,06:57,06:38,-,19분,2026-04-20,신삼영(41조)
차주출전,0052144,위고하이,기수,08:01,07:44,-,17분,2026-04-20,문병기(21조)
금주출전,0051875,화랑산정기,기수,07:52,07:40,-,12분,2026-04-20,최봉주(16조)
차주출전,0051941,마천월드,관리사,07:12,06:59,-,13분,2026-04-20,서범석(12조)
차주출전,0051947,거센폭주,관리사,06:22,06:10,-,12분,2026-04-20,이신우(14조)
금주출전,0052118,우승진리,기수,07:30,07:19,-,11분,2026-04-20,박지헌(18조)
금주출전,0051868,남촌서브,관리사,06:32,06:22,-,10분,2026-04-20,우창구(5조)
금주출전,0052103,드래곤킬러,기수,07:03,06:49,-,14분,2026-04-20,강환민(31조)
차주출전,0051866,오피에스탑,관리사,08:29,08:15,-,14분,2026-04-20,최용구(8조)
차주출전,0051896,청룡의칼,기수,07:55,07:44,-,11분,2026-04-20,박지헌(18조)
금주출전,0052417,힐링헤이븐,관리사,06:31,06:21,-,10분,2026-04-20,조현수(11조)
금주출전,0051972,하이크라운,기수,07:21,07:10,-,11분,2026-04-20,우창구(5조)
차주출전,0052422,울트라드래곤,기수,07:14,07:05,-,9분,2026-04-20,강환민(31조)
금주출전,0051861,빌리언보이,기수,07:04,06:53,-,11분,2026-04-20,이동국(17조)
금주출전,0051995,원평리더,관리사,06:52,06:40,-,12분,2026-04-20,박병일(27조)
차주출전,0051859,아모스최강,관리사,07:08,06:57,-,11분,2026-04-20,최용건(51조)
금주출전,0051823,위버멘쉬,기수,07:33,07:23,-,10분,2026-04-20,최용건(51조)
금주출전,0052453,마이티숀,기수,06:34,06:25,-,9분,2026-04-20,함완식(28조)
금주출전,0052087,레드드래곤,기수,08:12,08:01,-,11분,2026-04-20,강환민(31조)
금주출전,0052483,한우리,관리사,06:28,06:18,-,10분,2026-04-20,배휴준(29조)
차주출전,0051857,트리플팔메토,관리사,07:43,07:35,-,8분,2026-04-20,김동균(52조)
금주출전,0046728,로드스타,관리사,06:46,06:38,-,8분,2026-04-20,이정표(18조)
금주출전,0045420,커널플라잉,관리사,06:21,06:17,-,4분,2026-04-20,하무선(28조)
금주출전,0045630,킹애니데이,기수,06:23,06:12,-,11분,2026-04-20,김길중(24조)
금주출전,0046663,서귀오름,기수,07:06,06:57,-,9분,2026-04-20,구영준(6조)
차주출전,0045189,파이어매직,관리사,09:34,09:19,-,15분,2026-04-20,이상영(27조)
금주출전,0045401,삼바스텝,조교사,08:35,08:16,-,19분,2026-04-20,조용배(12조)
금주출전,0046712,원더풀포춘,조교사,06:37,06:27,-,10분,2026-04-20,손병직(23조)
차주출전,0045317,구디,관리사,06:44,06:36,-,8분,2026-04-20,안우성(15조)
차주출전,0046685,운주챌린지,관리사,06:47,06:34,-,13분,2026-04-20,권승주(33조)
특별대상경주,0045966,금아휴즈히트,기수,06:22,06:13,-,9분,2026-04-20,유현명(19조)
금주출전,0045990,바람바람,관리사,06:47,06:36,-,11분,2026-04-20,이상영(27조)
금주출전,0046692,닥터킹덤,관리사,06:42,06:23,-,19분,2026-04-20,백광열(1조)
금주출전,0044888,밀크데이,기수,07:23,07:10,-,13분,2026-04-20,조용배(12조)
특별대상경주,0046172,마가리타,기수,06:19,06:10,-,9분,2026-04-20,토마스(8조)
차주출전,0044851,챔프고,관리사,08:09,07:53,-,16분,2026-04-20,강은석(22조)
금주출전,0045471,카우라인,관리사,06:56,06:45,-,11분,2026-04-20,민장기(21조)
금주출전,0046218,대호나라,관리사,06:49,06:32,-,17분,2026-04-20,강은석(22조)
금주출전,0045807,노던비드,관리사,06:24,06:10,-,14분,2026-04-20,라이스(31조)
금주출전,0045386,맨오브더킹,기수,07:34,07:24,-,10분,2026-04-20,양영남(16조)
금주출전,0046084,테이아,기수,06:58,06:47,-,11분,2026-04-20,구영준(6조)
차주출전,0044647,그랜드선,관리사,07:15,07:04,-,11분,2026-04-20,강은석(22조)
차주출전,0046464,메이드희망,관리사,07:14,07:01,-,13분,2026-04-20,조용배(12조)
금주출전,0046079,무등산,관리사,08:50,08:33,-,17분,2026-04-20,강은석(22조)
금주출전,0045866,월드포인트,관리사,06:44,06:31,-,13분,2026-04-20,방동석(26조)
차주출전,0054421,누리퀸즈,관리사,07:14,06:58,-,16분,2026-04-20,성상현(20조)
금주출전,0054610,브리도시리스,관리사,07:40,07:28,-,12분,2026-04-20,정하백(15조)
차주출전,0054311,화려한유산,관리사,06:39,06:23,-,16분,2026-04-20,성상현(20조)
금주출전,0054476,더선몬스터,기수,07:19,06:59,-,20분,2026-04-20,조현수(11조)
차주출전,0054320,소니케이,관리사,07:37,07:29,-,8분,2026-04-20,송문길(40조)
차주출전,0054543,인스파이어,관리사,06:54,06:46,-,8분,2026-04-20,최용건(51조)
차주출전,0055064,오섬모닝,관리사,07:24,07:13,-,11분,2026-04-20,이준철(48조)
금주출전,0054793,드림아너,기수,06:58,06:47,-,11분,2026-04-20,박병일(27조)
금주출전,0054781,울트라선더,기수,07:40,07:30,-,10분,2026-04-20,리카디(34조)
금주출전,0054384,서울비행,기수,08:21,08:09,-,12분,2026-04-20,이관호(42조)
차주출전,0055090,슈퍼선더,관리사,06:24,06:13,-,11분,2026-04-20,최용건(51조)
차주출전,0054791,플라잉월드,관리사,07:37,07:22,-,15분,2026-04-20,김동균(52조)
금주출전,0054584,럭키조이,관리사,06:54,06:44,-,10분,2026-04-20,박재우(50조)
차주출전,0054788,태풍처럼,관리사,07:31,07:13,-,18분,2026-04-20,우창구(5조)
금주출전,0055102,그레이캔디,관리사,07:28,07:12,-,16분,2026-04-20,박병일(27조)
차주출전,0054790,드리머위즈,관리사,06:22,06:10,-,12분,2026-04-20,박지헌(18조)
차주출전,0054728,파이널케이,관리사,07:50,07:42,-,8분,2026-04-20,우창구(5조)
차주출전,0054328,월드테이오,관리사,07:56,07:47,-,9분,2026-04-20,정하백(15조)
차주출전,0054602,드래곤게이트,관리사,07:56,07:46,-,10분,2026-04-20,이준철(48조)
금주출전,0047062,플라잉더포드,기수,06:45,06:36,-,9분,2026-04-20,안우성(15조)
금주출전,0047183,세광최강,기수,07:19,07:06,-,13분,2026-04-20,이정표(18조)
차주출전,0047177,코이누르,관리사,06:49,06:36,-,13분,2026-04-20,양영남(16조)
차주출전,0047013,국대히어로,관리사,07:07,06:52,-,15분,2026-04-20,권승주(33조)
금주출전,0046831,네버기브업,관리사,08:10,07:59,-,11분,2026-04-20,문현철(3조)
차주출전,0047095,영광의클래스,관리사,08:17,08:02,-,15분,2026-04-20,유현명(19조)
차주출전,0047173,뉴리더,조교사,06:59,06:45,-,14분,2026-04-20,손병직(23조)
차주출전,0047203,배틀크라이,관리사,08:05,07:55,-,10분,2026-04-20,박재호(13조)
차주출전,0046886,로이로이,관리사,07:59,07:38,-,21분,2026-04-20,조용배(12조)
금주출전,0047058,맥스더캣,기수,07:28,07:20,-,8분,2026-04-20,안우성(15조)
차주출전,0047172,팻보이,관리사,06:50,06:36,-,14분,2026-04-20,최기홍(20조)
금주출전,0047307,플라잉에이스,기수,06:40,06:30,-,10분,2026-04-20,김혜선(5조)
차주출전,0047295,아잔타,관리사,06:25,06:12,-,13분,2026-04-20,백광열(1조)
금주출전,0047068,스트라이크존,기수,07:15,07:01,-,14분,2026-04-20,박재호(13조)
차주출전,0047151,승리깃발,관리사,07:40,07:26,-,14분,2026-04-20,조용배(12조)
금주출전,0047129,하늘만점,관리사,06:27,06:10,-,17분,2026-04-20,김도현(9조)
차주출전,0047301,글로리강서,관리사,08:23,08:08,-,15분,2026-04-20,방동석(26조)
금주출전,0047356,라온바이브맨,관리사,07:29,07:20,-,9분,2026-04-20,안우성(15조)
금주출전,0047339,캡틴다이아,관리사,06:55,06:39,-,16분,2026-04-20,권승주(33조)
금주출전,0046933,컬럼비아챔프,관리사,06:44,06:34,-,10분,2026-04-20,권승주(33조)
금주출전,0047364,골든나이스,관리사,06:50,06:39,-,11분,2026-04-20,조용배(12조)
차주출전,0047334,그레이트보이,관리사,07:33,07:21,-,12분,2026-04-20,토마스(8조)
금주출전,0046952,금아디스팅션,관리사,06:30,06:15,-,15분,2026-04-20,문현철(3조)
금주출전,0047359,하늘신화,관리사,06:22,06:11,-,11분,2026-04-20,민장기(21조)
금주출전,0047272,오크리지,관리사,06:40,06:24,-,16분,2026-04-20,박재호(13조)
차주출전,0047362,일념신화,관리사,06:24,06:13,-,11분,2026-04-20,권승주(33조)
금주출전,0047187,상하이선더,관리사,07:32,07:22,-,10분,2026-04-20,민장기(21조)
차주출전,0046827,그레이보스,관리사,07:35,07:19,-,16분,2026-04-20,민장기(21조)
차주출전,0047194,스텔스모드,관리사,06:21,06:10,-,11분,2026-04-20,라이스(31조)
차주출전,0050967,스마트테이크,관리사,07:59,07:48,-,11분,2026-04-20,송문길(40조)
금주출전,0050946,에코월드,기수,06:35,06:25,-,10분,2026-04-20,함완식(28조)
차주출전,0050948,파인핑크,기수,07:56,07:45,-,11분,2026-04-20,전승규(25조)
금주출전,0050963,벌교의스타,기수,06:40,06:26,-,14분,2026-04-20,안병기(22조)
차주출전,0051075,피엔에스뷰티,관리사,08:30,08:17,-,13분,2026-04-20,박윤규(4조)
금주출전,0050962,몬탁선샤인,관리사,07:25,07:11,-,14분,2026-04-20,임채덕(35조)
금주출전,0050852,선더파이어,기수,06:55,06:46,-,9분,2026-04-20,함완식(28조)
차주출전,0051050,피엔에스미트,관리사,06:36,06:22,-,14분,2026-04-20,박윤규(4조)
금주출전,0051106,천궁스톰,관리사,07:08,06:56,-,12분,2026-04-20,최봉주(16조)
