hrName,hrNo,meet,rating1,rating2,rating3,rating4
라스트스피드,0030078,부산경남,51,61.0,63.0,64.0
히말라야정복,0030079,부산경남,31,35.0,35.0,34.0
행복천사,0030084,부산경남,66,67.0,67.0,67.0
쌩쌩질주,0030088,부산경남,26,28.0,,
대결왕,0030090,부산경남,28,31.0,33.0,33.0
머스트윈,0030091,부산경남,66,68.0,70.0,87.0
금포디바,0030093,부산경남,30,31.0,33.0,34.0
강치,0030103,부산경남,56,68.0,68.0,
조이너캡틴,0030104,부산경남,51,51.0,48.0,48.0
아리송,0030105,부산경남,45,47.0,48.0,51.0
상승장군,0030106,부산경남,56,68.0,70.0,70.0
천복,0030113,부산경남,26,28.0,28.0,28.0
클린공주,0030114,부산경남,48,39.0,38.0,38.0
여전사,0030118,부산경남,22,23.0,25.0,25.0
결승진출,0030121,부산경남,21,21.0,21.0,22.0
강산제일,0030127,부산경남,47,56.0,58.0,59.0
중앙의장수,0030128,부산경남,53,54.0,56.0,56.0
위너스마린,0030130,부산경남,88,89.0,89.0,89.0
신세계강자,0030131,부산경남,66,66.0,67.0,67.0
스카이캣,0030135,부산경남,23,24.0,24.0,24.0
마이스타일,0030140,부산경남,57,69.0,64.0,61.0
영광의챔피언,0030141,부산경남,83,83.0,83.0,81.0
삼라만상,0030142,부산경남,21,21.0,21.0,21.0
아름다운우주,0030144,부산경남,22,23.0,23.0,
스위트골드,0030145,부산경남,37,43.0,45.0,46.0
대지짱돌,0030147,부산경남,0,0.0,,
월드퍼스트,0030148,부산경남,29,32.0,32.0,32.0
뉴클래스,0030150,부산경남,0,,,
에스트리플,0030154,부산경남,22,22.0,22.0,22.0
레이디고고,0030159,부산경남,0,0.0,,
강자대로,0030166,부산경남,47,47.0,47.0,46.0
겨루,0030169,부산경남,0,0.0,,
등불,0030172,부산경남,44,52.0,53.0,55.0
오대세,0030173,부산경남,26,28.0,30.0,31.0
가야대로,0030174,부산경남,43,50.0,52.0,53.0
대성퀸,0030181,부산경남,22,23.0,24.0,25.0
스위트스팟,0030185,부산경남,43,50.0,,
마하델타,0030188,부산경남,22,23.0,23.0,24.0
이기쁨그대로,0030189,부산경남,0,0.0,,
살아있네,0030190,부산경남,43,50.0,51.0,51.0
구포파크,0030195,부산경남,0,,,
지중해의보석,0030196,부산경남,55,66.0,66.0,67.0
하스타티,0030197,부산경남,49,58.0,61.0,61.0
지중해의태양,0030199,부산경남,38,41.0,44.0,46.0
지중해의진주,0030201,부산경남,21,21.0,21.0,21.0
황금빛지중해,0030202,부산경남,75,76.0,77.0,78.0
프로마초,0030203,부산경남,0,0.0,0.0,
원일시대,0030206,부산경남,45,53.0,54.0,55.0
원몬트,0030208,부산경남,56,68.0,69.0,71.0
양키드림,0030210,부산경남,60,60.0,57.0,58.0
백년여인,0030212,부산경남,0,0.0,,
엔젤스윙,0030220,부산경남,0,0.0,,
무지개동산,0030237,부산경남,38,44.0,45.0,46.0
호령제왕,0030238,부산경남,23,24.0,26.0,26.0
킹오브베스트,0030239,부산경남,73,74.0,75.0,93.0
스페셜킹덤,0030243,부산경남,56,68.0,69.0,69.0
퀸즈블레이드,0030244,부산경남,97,117.0,117.0,113.0
야성본능,0030246,부산경남,39,45.0,,
무한스피드,0030248,부산경남,36,36.0,36.0,36.0
강호드라이브,0030250,부산경남,49,52.0,53.0,54.0
로열임팩트,0030251,부산경남,67,69.0,71.0,73.0
레코드세터,0030256,부산경남,22,23.0,24.0,25.0
천지여제,0030257,부산경남,0,0.0,,
대륙발진,0030267,부산경남,0,0.0,,
담양천사,0030273,부산경남,21,21.0,21.0,21.0
버닝챔프,0030278,부산경남,22,23.0,24.0,25.0
첼로소나타,0030280,부산경남,31,34.0,34.0,32.0
바다강자,0030281,부산경남,72,74.0,75.0,75.0
단디해라,0030283,부산경남,35,40.0,38.0,36.0
일등항해사,0030284,부산경남,95,115.0,114.0,114.0
엑톤타이거,0030285,부산경남,22,23.0,23.0,24.0
북벌신화,0030287,부산경남,75,76.0,76.0,76.0
파워컵스,0030289,부산경남,21,21.0,23.0,23.0
매직파크,0030290,부산경남,75,77.0,78.0,78.0
바다영웅,0030292,부산경남,36,41.0,35.0,36.0
셈퍼파이,0030296,부산경남,64,64.0,63.0,64.0
명원라이언,0030300,부산경남,67,83.0,83.0,83.0
에프포,0030302,부산경남,0,0.0,,
럭키,0030303,부산경남,59,72.0,74.0,75.0
강자의질주,0030304,부산경남,66,81.0,81.0,81.0
클린최강,0030307,부산경남,31,31.0,33.0,36.0
승리웨이브,0030322,부산경남,68,68.0,69.0,71.0
마하챔프,0030332,부산경남,43,45.0,46.0,47.0
마하브라보,0030334,부산경남,25,26.0,26.0,26.0
미니미,0030339,부산경남,21,21.0,22.0,22.0
금포미라클,0030347,부산경남,56,58.0,58.0,59.0
골드클래식,0030348,부산경남,0,0.0,,
코지파크,0030352,부산경남,21,22.0,23.0,24.0
선데이스타,0030355,부산경남,28,30.0,31.0,31.0
킹블레이드,0030360,부산경남,43,51.0,52.0,53.0
배틀마스터,0030363,부산경남,57,59.0,61.0,63.0
해란강자,0030364,부산경남,83,83.0,83.0,
허리케인스타,0030365,부산경남,0,0.0,,
큰하늘땅,0030366,부산경남,36,36.0,37.0,38.0
마루금,0030367,부산경남,0,0.0,,
선양천사,0030369,부산경남,0,0.0,,
길버트,0030385,부산경남,61,75.0,76.0,76.0
메이저우승,0030393,부산경남,39,41.0,42.0,44.0
라이징포에버,0030396,부산경남,25,27.0,28.0,29.0
포마이시스,0030397,부산경남,51,51.0,51.0,51.0
중앙대해,0030398,부산경남,72,74.0,75.0,77.0
라이징캡틴,0030399,부산경남,54,56.0,58.0,59.0
닥터코퍼,0030403,부산경남,29,32.0,32.0,32.0
테이크올,0030404,부산경남,46,54.0,54.0,
미스블루,0030411,부산경남,33,34.0,36.0,36.0
하비스트타임,0030413,부산경남,66,81.0,81.0,81.0
낭랑,0030424,부산경남,22,23.0,25.0,27.0
비카진,0030425,부산경남,0,0.0,,
글로벌강호,0030426,부산경남,32,36.0,36.0,33.0
울트라블루,0030427,부산경남,66,66.0,66.0,66.0
리얼리캡틴,0030436,부산경남,58,71.0,73.0,73.0
스피드질주,0030438,부산경남,26,28.0,30.0,31.0
건파이터,0030439,부산경남,55,56.0,56.0,54.0
퍼펙트호크,0030444,부산경남,0,0.0,,
기쁨해,0030445,부산경남,29,31.0,32.0,33.0
클린강자,0030446,부산경남,59,72.0,73.0,73.0
비케이킹,0030447,부산경남,45,45.0,46.0,47.0
신세계신화,0030449,부산경남,41,42.0,43.0,43.0
모닝명작,0030456,부산경남,0,0.0,,
원일챔프,0030458,부산경남,27,29.0,29.0,29.0
배다리대왕,0030460,부산경남,36,36.0,36.0,37.0
만능키,0030463,부산경남,0,0.0,,
남도제왕,0030475,부산경남,30,31.0,34.0,34.0
오브퀵,0030478,부산경남,56,68.0,70.0,71.0
신흥메니피,0030497,부산경남,53,64.0,66.0,68.0
서든임팩트,0030498,부산경남,26,28.0,28.0,29.0
글로리데이즈,0030511,부산경남,67,68.0,69.0,71.0
우승이지,0030513,부산경남,54,54.0,56.0,57.0
대승찬스,0030516,부산경남,28,30.0,30.0,31.0
피코엔진,0030538,부산경남,55,66.0,68.0,70.0
건앤로즈,0030546,부산경남,25,26.0,28.0,29.0
에이스명운,0030549,부산경남,37,43.0,45.0,46.0
행운파크,0030554,부산경남,52,53.0,54.0,54.0
담양전설,0030561,부산경남,59,72.0,72.0,
매직고,0030562,부산경남,31,34.0,34.0,31.0
한강의기적,0030569,부산경남,104,104.0,106.0,106.0
로즈마리,0030570,부산경남,0,0.0,,
새청춘,0030572,부산경남,0,0.0,,
무공훈장,0030579,부산경남,22,23.0,24.0,25.0
비바슈퍼스타,0030583,부산경남,49,49.0,58.0,59.0
오스타,0030586,부산경남,21,21.0,22.0,24.0
빙고라지오,0030591,부산경남,86,87.0,88.0,89.0
정글짐,0030592,부산경남,102,105.0,105.0,105.0
마린원,0030593,부산경남,45,48.0,51.0,53.0
라이징퀸,0030596,부산경남,41,48.0,,
소리킹,0030598,부산경남,43,50.0,,
신데렐라맨,0030602,부산경남,121,121.0,124.0,123.0
만인지력,0030608,부산경남,76,76.0,76.0,
가문여장군,0030615,부산경남,56,68.0,70.0,71.0
금포루비,0030621,부산경남,24,25.0,27.0,27.0
파워볼트,0030625,부산경남,43,50.0,,
해피골드,0030626,부산경남,47,48.0,49.0,49.0
비익연리,0030627,부산경남,61,75.0,75.0,75.0
벌마소년,0030639,부산경남,68,69.0,70.0,70.0
레이스질주,0030640,부산경남,0,0.0,,
올웨이즈위닝,0030641,부산경남,38,44.0,46.0,47.0
프리미어퀸,0030644,부산경남,28,30.0,31.0,
태권동자,0030646,부산경남,67,83.0,86.0,
아테나,0030647,부산경남,24,25.0,,
시크릿가든,0030648,부산경남,55,67.0,67.0,64.0
넓은벌,0030649,부산경남,27,28.0,28.0,25.0
한계시대,0030650,부산경남,0,0.0,,
그라지오,0030651,부산경남,52,52.0,62.0,62.0
한계질주,0030654,부산경남,21,21.0,21.0,21.0
지금부터,0030655,부산경남,24,25.0,27.0,27.0
프리스타,0030656,부산경남,29,32.0,32.0,32.0
퀸파슬리,0030662,부산경남,48,48.0,48.0,51.0
동남여제,0030665,부산경남,24,25.0,25.0,25.0
남도의여왕,0030669,부산경남,48,48.0,51.0,52.0
윈드시티,0030671,부산경남,22,22.0,23.0,24.0
흑강자,0030675,부산경남,72,72.0,72.0,72.0
금포프린스,0030694,부산경남,63,77.0,77.0,70.0
골든트리,0030700,부산경남,21,21.0,21.0,21.0
세레스,0030710,부산경남,36,37.0,39.0,45.0
위닝넘버,0030726,부산경남,53,53.0,54.0,54.0
연승무패,0030729,부산경남,40,47.0,49.0,50.0
알렉스,0030746,부산경남,43,51.0,52.0,53.0
큰놈,0030748,부산경남,61,74.0,75.0,75.0
소리천,0030751,부산경남,0,0.0,,
금포영웅,0030752,부산경남,0,0.0,,
팡팡에너지,0030753,부산경남,38,40.0,42.0,43.0
렉스,0030762,부산경남,29,32.0,34.0,36.0
금포리안,0030765,부산경남,51,53.0,64.0,64.0
로열마스터,0030766,부산경남,21,21.0,21.0,22.0
그린나래,0030767,부산경남,51,51.0,52.0,63.0
우루밤바,0030769,부산경남,43,51.0,,
중앙공주,0030772,부산경남,64,64.0,64.0,79.0
플래시카드,0030773,부산경남,28,30.0,30.0,30.0
보헤미안,0030774,부산경남,61,61.0,62.0,63.0
에이스드림,0030784,부산경남,40,40.0,41.0,43.0
스카이선,0030788,부산경남,21,23.0,25.0,26.0
캡인올,0030794,부산경남,66,68.0,69.0,70.0
브이나인,0030795,부산경남,28,31.0,31.0,
무결점행진,0030799,부산경남,0,0.0,,
필드로열,0030800,부산경남,0,0.0,,
쿨런,0030804,부산경남,23,24.0,25.0,26.0
석세스스토리,0030806,부산경남,109,112.0,114.0,115.0
골든래스,0030807,부산경남,60,62.0,63.0,63.0
진격의질주,0030812,부산경남,53,64.0,65.0,65.0
중앙천수,0030815,부산경남,25,26.0,28.0,29.0
퍼스트원,0030816,부산경남,51,61.0,61.0,61.0
아리까리,0030824,부산경남,31,31.0,33.0,36.0
아름다운축복,0030826,부산경남,21,18.0,18.0,18.0
무한비상,0030829,부산경남,0,0.0,,
재간둥이,0030832,부산경남,21,22.0,22.0,22.0
대로시대,0030840,부산경남,40,47.0,48.0,49.0
원일최강,0030845,부산경남,48,45.0,45.0,53.0
새로운기상,0030849,부산경남,27,29.0,30.0,31.0
마하알파,0030858,부산경남,51,53.0,54.0,56.0
레골라스,0030866,부산경남,58,70.0,,
골리앗마린,0030867,부산경남,79,79.0,81.0,83.0
천지교태,0030871,부산경남,0,0.0,,
파이어워크,0030874,부산경남,47,56.0,,
미라클킹,0030892,부산경남,82,79.0,80.0,100.0
우승레이더,0030893,부산경남,99,119.0,117.0,117.0
라이징플러스,0030894,부산경남,69,85.0,85.0,
스마트에너지,0030898,부산경남,59,72.0,73.0,74.0
멀티럭,0030901,부산경남,87,107.0,107.0,108.0
버니스그릴리,0030903,부산경남,57,69.0,70.0,
비바타이푼,0030908,부산경남,63,77.0,77.0,79.0
스마일캡틴,0030909,부산경남,73,73.0,90.0,91.0
킹오브퓨처,0030914,부산경남,47,56.0,,
다이나믹보스,0030916,부산경남,66,81.0,81.0,
애니기븐액트,0030917,부산경남,56,68.0,70.0,71.0
팰리스카,0030918,부산경남,47,56.0,,
하이터치,0030919,부산경남,54,55.0,56.0,58.0
절대군주,0030921,부산경남,76,94.0,94.0,
스트리트이벤트,0030922,부산경남,77,96.0,,
벌마의꿈,0030923,부산경남,110,112.0,115.0,117.0
남도태양,0030924,부산경남,60,73.0,,
아인스,0030932,부산경남,67,82.0,83.0,83.0
비바엔코스타,0030968,부산경남,60,73.0,74.0,
헤바,0031038,부산경남,106,106.0,108.0,109.0
슈퍼강자,0031039,부산경남,95,115.0,115.0,116.0
찰리글리터스,0031042,부산경남,66,81.0,82.0,83.0
여시,0031043,부산경남,57,59.0,72.0,74.0
우레같이,0031044,부산경남,77,96.0,,
우승찬스,0031046,부산경남,82,82.0,82.0,82.0
무적강자,0031047,부산경남,52,62.0,63.0,65.0
밧세바파크,0031049,부산경남,95,97.0,98.0,100.0
홀리워크,0031051,부산경남,70,87.0,88.0,89.0
라뿌에르떼,0031054,부산경남,61,75.0,77.0,79.0
오칼라캡틴,0031057,부산경남,70,86.0,87.0,87.0
오코날루프티,0031059,부산경남,76,95.0,,
천태봉,0031060,부산경남,70,87.0,88.0,89.0
동급최강,0031061,부산경남,102,102.0,122.0,123.0
아이비라이언,0031062,부산경남,48,57.0,,
스프링날리,0031063,부산경남,110,130.0,130.0,127.0
파워풀강자,0031064,부산경남,64,78.0,72.0,
맥스이펙티부스,0031077,부산경남,66,67.0,68.0,68.0
그레이트베이,0031078,부산경남,58,71.0,72.0,72.0
백두산성,0031098,부산경남,55,67.0,,
천년특급,0031101,부산경남,61,74.0,,
라이즈앤드샤우트,0031103,부산경남,91,91.0,92.0,92.0
대발,0031106,부산경남,62,76.0,78.0,80.0
슈퍼브라운,0031116,부산경남,58,71.0,,
위닝디자인Ⅱ,0031117,부산경남,52,62.0,64.0,66.0
어모멘트투라스트,0031120,부산경남,67,82.0,83.0,84.0
스타볼트,0031121,부산경남,83,83.0,84.0,84.0
금포철마,0031124,부산경남,58,71.0,71.0,72.0
대호장군,0031125,부산경남,76,95.0,95.0,95.0
위스키리트리트,0031127,부산경남,67,82.0,81.0,
노바디캐치미,0031128,부산경남,97,99.0,99.0,99.0
홀드더머스터드,0031130,부산경남,91,111.0,113.0,114.0
낫애니모어,0031193,부산경남,76,78.0,79.0,80.0
기막힌선택,0031194,부산경남,39,41.0,42.0,44.0
스타워프,0031196,부산경남,51,51.0,52.0,53.0
계림제왕,0031199,부산경남,38,39.0,41.0,43.0
레전드파워,0031200,부산경남,44,46.0,48.0,51.0
스타제트,0031201,부산경남,64,78.0,79.0,79.0
블랙알렉스,0031202,부산경남,43,51.0,53.0,54.0
선블레이드,0031204,부산경남,73,90.0,,
로열플라잉,0031205,부산경남,38,44.0,44.0,44.0
경남불패,0031207,부산경남,42,49.0,51.0,52.0
남정북벌,0031208,부산경남,67,82.0,82.0,84.0
군주,0031210,부산경남,43,50.0,51.0,52.0
감동의질주,0031264,부산경남,70,86.0,86.0,87.0
성산패총,0031265,부산경남,54,57.0,59.0,60.0
행복대로,0031272,부산경남,55,67.0,69.0,71.0
다이나믹질주,0031293,부산경남,101,121.0,121.0,121.0
닥터스피드,0031294,부산경남,62,76.0,76.0,78.0
타임레코드,0031312,부산경남,46,54.0,56.0,56.0
켄터키강자,0031322,부산경남,46,54.0,56.0,
고스트블론드,0031323,부산경남,83,84.0,84.0,84.0
스마트브라운,0031324,부산경남,50,60.0,60.0,
불패라인,0031334,부산경남,67,83.0,86.0,77.0
막강질주,0031336,부산경남,29,30.0,30.0,31.0
리타컨트리,0031350,부산경남,37,37.0,37.0,34.0
선데이로열,0031351,부산경남,28,29.0,30.0,31.0
골드라인,0031358,부산경남,56,56.0,56.0,56.0
오대박,0031368,부산경남,21,21.0,21.0,21.0
마야컨트리,0031371,부산경남,26,28.0,29.0,30.0
백만돌이,0031374,부산경남,52,54.0,54.0,54.0
엘사,0031412,부산경남,0,0.0,,
앳시,0031417,부산경남,27,29.0,30.0,31.0
풍월군주,0031431,부산경남,0,0.0,,
베스트드림,0031434,부산경남,0,0.0,,
불패천하,0031437,부산경남,27,,,
세븐파티,0031443,부산경남,50,50.0,50.0,50.0
무적천하,0031445,부산경남,21,22.0,22.0,23.0
레전드위너,0031450,부산경남,29,31.0,33.0,33.0
마추픽추,0031465,부산경남,58,60.0,62.0,63.0
환상의순간,0031467,부산경남,0,0.0,,
알파파워,0031485,부산경남,28,30.0,30.0,
대풍년,0031490,부산경남,81,81.0,101.0,101.0
끝판여왕,0031500,부산경남,56,58.0,59.0,60.0
포스타,0031502,부산경남,29,30.0,31.0,32.0
아이거,0031510,부산경남,0,0.0,0.0,
테리우스,0031517,부산경남,37,38.0,39.0,40.0
레이싱걸,0031518,부산경남,0,0.0,,
데스페라도,0031519,부산경남,23,24.0,24.0,
화려한함성,0031525,부산경남,59,59.0,59.0,59.0
비바멜로디,0031528,부산경남,0,0.0,,
스타킹,0031532,부산경남,0,0.0,,
파워풀포스,0031533,부산경남,32,32.0,33.0,34.0
비호질주,0031534,부산경남,35,31.0,26.0,23.0
우승스퍼트,0031541,부산경남,0,0.0,,
매직블레이드,0031543,부산경남,0,0.0,,
대호여장군,0031547,부산경남,42,43.0,44.0,45.0
완벽질주,0031548,부산경남,0,0.0,,
소닉,0031550,부산경남,29,32.0,0.0,
고속질주,0031552,부산경남,64,66.0,66.0,67.0
와일드로즈,0031562,부산경남,26,28.0,28.0,28.0
베이비리아,0031568,부산경남,0,0.0,,
어프로치,0031573,부산경남,96,99.0,102.0,103.0
터치스타,0031577,부산경남,38,38.0,35.0,35.0
영광의태풍,0031581,부산경남,69,70.0,70.0,71.0
스타명운,0031586,부산경남,51,51.0,61.0,61.0
헬로챔프,0031587,부산경남,33,37.0,38.0,39.0
더스타즈,0031591,부산경남,44,44.0,45.0,46.0
유아더캡틴,0031599,부산경남,25,25.0,25.0,24.0
파이브빅터스,0031601,부산경남,46,47.0,47.0,46.0
라온사라,0031604,부산경남,0,0.0,,
피코프린스,0031611,부산경남,0,0.0,,
대작,0031614,부산경남,0,0.0,,
빙고스타,0031616,부산경남,37,37.0,37.0,27.0
아트스타,0031618,부산경남,78,78.0,76.0,62.0
씨에프스타,0031624,부산경남,51,51.0,52.0,52.0
행운신화,0031625,부산경남,73,73.0,91.0,87.0
포리스트뉴스,0031627,부산경남,28,28.0,29.0,29.0
프렌치보이,0031628,부산경남,72,70.0,67.0,67.0
부경대로,0031630,부산경남,40,47.0,47.0,47.0
바람의전설,0031631,부산경남,72,73.0,73.0,70.0
영천에이스,0031639,부산경남,83,83.0,79.0,79.0
희망퀸,0031645,부산경남,46,47.0,47.0,47.0
퍼스트클로저,0031647,부산경남,0,0.0,,
월드탑,0031651,부산경남,0,0.0,0.0,
베스트퍼포머,0031656,부산경남,24,26.0,27.0,27.0
허리케인포스,0031657,부산경남,21,21.0,21.0,21.0
영웅볼트,0031664,부산경남,55,55.0,57.0,58.0
라팔,0031667,부산경남,73,91.0,91.0,94.0
최강투혼,0031669,부산경남,25,25.0,24.0,25.0
바모스,0031673,부산경남,30,33.0,33.0,33.0
샘솟는에너지,0031675,부산경남,59,60.0,60.0,57.0
삼일스타,0031677,부산경남,49,49.0,49.0,49.0
제왕의질주,0031678,부산경남,0,0.0,,
휘슬제이,0031689,부산경남,26,26.0,26.0,28.0
퀸투하츠,0031693,부산경남,76,77.0,77.0,77.0
마이블레이드,0031699,부산경남,63,77.0,68.0,68.0
난다날아,0031717,부산경남,0,0.0,0.0,
국색,0031729,부산경남,26,28.0,28.0,29.0
자유대로,0031750,부산경남,51,52.0,53.0,53.0
로데오스타,0031760,부산경남,0,0.0,,
해운대기상,0031761,부산경남,51,51.0,51.0,51.0
징검다리,0031764,부산경남,54,65.0,65.0,65.0
피스베리,0031765,부산경남,27,26.0,27.0,27.0
아치,0031770,부산경남,0,0.0,,
마초,0031771,부산경남,0,0.0,0.0,
더큰놈,0031772,부산경남,0,0.0,,
우승챔프,0031774,부산경남,0,0.0,,
알파성,0031796,부산경남,21,21.0,23.0,24.0
지상돌풍,0031797,부산경남,0,0.0,,
신세계,0031799,부산경남,46,46.0,46.0,43.0
피코드림,0031802,부산경남,23,25.0,25.0,26.0
원더풀청해,0031804,부산경남,37,38.0,39.0,40.0
빅뱅비드,0031805,부산경남,26,27.0,29.0,30.0
소나타존,0031807,부산경남,51,51.0,51.0,51.0
산방트레일,0031810,부산경남,55,55.0,55.0,56.0
워리어킹,0031811,부산경남,33,33.0,34.0,34.0
런파이커,0031828,부산경남,0,,,
연승불패,0031834,부산경남,0,0.0,,
기대하라,0031835,부산경남,67,82.0,85.0,82.0
그레이스위너,0031840,부산경남,25,25.0,25.0,25.0
이글하트,0031843,부산경남,0,0.0,,
반포지효,0031850,부산경남,27,29.0,30.0,30.0
메가하트,0031851,부산경남,28,30.0,31.0,31.0
모닝퀸,0031853,부산경남,26,28.0,27.0,27.0
고윈,0031854,부산경남,0,0.0,,
모닝에이스,0031855,부산경남,0,0.0,0.0,
군주의태양,0031856,부산경남,0,0.0,,
프리러닝,0031860,부산경남,44,44.0,45.0,45.0
원더풀스타,0031873,부산경남,32,36.0,36.0,37.0
탐라행운,0031877,부산경남,30,33.0,33.0,33.0
남도대장,0031885,부산경남,0,0.0,0.0,
승리정성,0031893,부산경남,0,0.0,,
비바플라이,0031896,부산경남,0,0.0,,
에이스마린,0031901,부산경남,40,38.0,38.0,37.0
미스터플라잉,0031907,부산경남,0,0.0,,
연승질주,0031912,부산경남,46,46.0,46.0,47.0
제너럴,0031916,부산경남,36,38.0,39.0,40.0
레이디차터드,0031918,부산경남,24,25.0,25.0,26.0
울트라매직,0031919,부산경남,51,51.0,42.0,42.0
금포도로시,0031920,부산경남,0,0.0,0.0,0.0
약속의시간,0031921,부산경남,23,25.0,26.0,27.0
가쉬광속,0031922,부산경남,0,0.0,,
끝판대장,0031927,부산경남,40,41.0,43.0,44.0
상승주니어,0031934,부산경남,74,74.0,74.0,74.0
인더백,0031939,부산경남,56,58.0,61.0,61.0
동광제일,0031944,부산경남,25,26.0,28.0,29.0
마이어킹,0031945,부산경남,21,21.0,21.0,21.0
서미트명운,0031946,부산경남,67,67.0,83.0,86.0
예술이명운,0031948,부산경남,66,66.0,66.0,66.0
캐피털강자,0031954,부산경남,36,37.0,39.0,40.0
댄싱캣,0031956,부산경남,40,37.0,35.0,34.0
퍼플오션,0031957,부산경남,36,37.0,37.0,38.0
바이오블루,0031958,부산경남,51,53.0,54.0,56.0
영신파워,0031960,부산경남,21,21.0,21.0,22.0
우승번쩍,0031962,부산경남,36,37.0,38.0,38.0
청송공주,0031964,부산경남,26,27.0,29.0,30.0
고요한질주,0031965,부산경남,0,0.0,,
기막힌질주,0031968,부산경남,48,51.0,51.0,51.0
원일에이스,0031976,부산경남,45,45.0,42.0,42.0
대호강자,0031982,부산경남,40,41.0,41.0,41.0
해피윈,0031984,부산경남,21,21.0,21.0,22.0
다이나믹디바,0031986,부산경남,0,0.0,,
마스터키,0031987,부산경남,33,36.0,37.0,37.0
지봉스타,0031990,부산경남,37,37.0,38.0,39.0
모멘트,0031991,부산경남,40,40.0,40.0,40.0
동급불패,0031994,부산경남,0,0.0,0.0,
메이드인명성,0032005,부산경남,34,34.0,33.0,31.0
월드퀵,0032006,부산경남,51,51.0,52.0,52.0
대한의명성,0032008,부산경남,43,44.0,44.0,42.0
포마이드림,0032010,부산경남,22,23.0,24.0,25.0
애플잭,0032013,부산경남,0,0.0,,
레이디챔프,0032019,부산경남,48,48.0,48.0,48.0
모닝글로리,0032031,부산경남,0,0.0,0.0,
러브리안,0032032,부산경남,22,23.0,24.0,24.0
금포미르,0032033,부산경남,40,40.0,40.0,33.0
금포판타지,0032035,부산경남,0,0.0,,
슈가헌터,0032036,부산경남,0,0.0,,
금포혜성,0032038,부산경남,21,22.0,23.0,24.0
라피드스타,0032040,부산경남,0,0.0,0.0,
라온제니스,0032041,부산경남,27,27.0,,
라온베티,0032042,부산경남,0,0.0,,
라온베라,0032043,부산경남,35,35.0,35.0,35.0
그레이스,0032054,부산경남,57,59.0,59.0,60.0
천지파크,0032055,부산경남,87,88.0,89.0,90.0
판도라,0032056,부산경남,26,28.0,28.0,29.0
월드퀸,0032060,부산경남,51,52.0,53.0,54.0
올림퍼스,0032062,부산경남,26,26.0,26.0,26.0
라이징브라보,0032064,부산경남,56,56.0,56.0,59.0
골드스카이,0032065,부산경남,53,53.0,48.0,49.0
트리플스타,0032066,부산경남,25,25.0,27.0,28.0
위닝스토리,0032067,부산경남,24,25.0,25.0,23.0
아르웬,0032068,부산경남,0,0.0,,
와이어투,0032073,부산경남,60,62.0,62.0,62.0
스페이스퀸,0032078,부산경남,21,21.0,22.0,23.0
조셉핀선,0032081,부산경남,0,0.0,,
윈고맨,0032083,부산경남,47,47.0,48.0,48.0
그린스타,0032084,부산경남,24,25.0,,
퀸위너,0032087,부산경남,24,25.0,27.0,27.0
리얼리킹,0032094,부산경남,66,66.0,68.0,68.0
황금빛바다,0032098,부산경남,22,23.0,24.0,25.0
빅에코,0032102,부산경남,21,21.0,21.0,21.0
지봉만세,0032105,부산경남,66,66.0,67.0,67.0
한남루키,0032106,부산경남,23,23.0,24.0,25.0
시크릿로즈,0032112,부산경남,35,37.0,38.0,39.0
대보름달,0032122,부산경남,53,54.0,55.0,55.0
천하쾌걸,0032124,부산경남,23,24.0,24.0,24.0
샤프게일,0032129,부산경남,78,79.0,80.0,80.0
일망무제,0032137,부산경남,52,53.0,54.0,55.0
그린미르,0032139,부산경남,50,50.0,46.0,54.0
원일루키,0032141,부산경남,51,51.0,51.0,52.0
익산대왕,0032149,부산경남,26,26.0,26.0,
익산동자,0032150,부산경남,0,0.0,,
마하포르테,0032158,부산경남,0,0.0,,
마하그랜드,0032161,부산경남,0,0.0,,
우승최고,0032162,부산경남,36,36.0,36.0,36.0
마하엑설런트,0032164,부산경남,21,23.0,23.0,23.0
황금빛영광,0032169,부산경남,44,44.0,43.0,43.0
황금빛챔피언,0032174,부산경남,0,,,
핫커멘드,0032176,부산경남,70,70.0,70.0,70.0
청마대장군,0032177,부산경남,21,21.0,21.0,21.0
강호드림,0032180,부산경남,26,27.0,28.0,29.0
러브퀸,0032184,부산경남,21,21.0,21.0,21.0
최강파이터,0032192,부산경남,32,32.0,30.0,30.0
유성드림,0032194,부산경남,83,85.0,86.0,87.0
천하통일,0032203,부산경남,81,81.0,79.0,77.0
즐거운아침,0032209,부산경남,0,0.0,,
슈퍼스톰,0032211,부산경남,70,71.0,71.0,71.0
문조이,0032212,부산경남,25,26.0,26.0,27.0
인투더그루브,0032213,부산경남,0,0.0,,
런스타,0032216,부산경남,51,52.0,53.0,53.0
챔프라인,0032219,부산경남,107,109.0,111.0,111.0
쾌한질주,0032220,부산경남,61,61.0,60.0,62.0
남해신화,0032222,부산경남,66,66.0,66.0,81.0
파워챔프,0032223,부산경남,31,29.0,29.0,29.0
돌아온현표,0032224,부산경남,106,108.0,108.0,109.0
서라벌공주,0032227,부산경남,61,61.0,61.0,58.0
우승천지,0032228,부산경남,21,22.0,23.0,24.0
천의무봉,0032233,부산경남,54,54.0,54.0,39.0
선홍,0032236,부산경남,0,0.0,,
위대한질주,0032244,부산경남,26,28.0,0.0,
레이디알파,0032247,부산경남,21,21.0,21.0,21.0
청춘열차,0032248,부산경남,32,27.0,27.0,28.0
